"","FID_","latitude","longitude","species","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"138167",58086,19.55,-104.367,"uxoris",219,141,67,1534,319,111,208,228,209,237,197,1196,291,3,109,813,20,478,56
"138168",58105,19.627351,-104.324601,"uxoris",183,135,66,1460,281,79,202,192,174,200,162,1385,321,5,104,904,24,548,71
"138169",58783,20.22,-104.77,"uxoris",192,148,66,1953,299,76,223,208,179,213,164,1290,315,5,105,833,27,542,69
"138170",58784,20.258333,-104.8,"uxoris",202,152,66,2131,311,82,229,221,188,224,172,1169,269,8,102,741,31,692,69
"138171",58785,20.381,-104.822,"uxoris",212,156,66,2220,323,88,235,232,197,235,181,1045,225,10,98,651,34,609,67
"138172",58786,20.169,-104.856,"uxoris",247,150,68,2003,349,129,220,264,230,267,218,1752,426,4,113,1222,27,665,63
"138173",51318,19.373,-102.682,"uxoris",210,143,65,1605,320,102,218,212,209,231,187,1274,320,5,110,844,15,246,36
"138174",58796,19.373,-102.682,"uxoris",210,143,65,1605,320,102,218,212,209,231,187,1274,320,5,110,844,15,246,36
"138175",51495,16.445,-96.9,"uxoris",206,157,70,1520,313,89,224,215,186,223,183,817,172,2,96,453,8,294,15
"138176",51498,16.18,-96.61,"uxoris",172,133,75,910,260,83,177,176,161,183,159,1216,271,4,101,720,17,430,21
"138177",51499,16.24,-97.24,"uxoris",174,149,74,1036,270,70,200,176,160,186,159,1340,338,3,105,823,19,400,34
"138178",51502,16.187,-96.618,"uxoris",172,133,75,910,260,83,177,176,161,183,159,1216,271,4,101,720,17,430,21
"138179",59543,16.170891,-97.09359,"uxoris",214,156,72,1335,315,101,214,221,196,229,195,1312,279,6,97,748,22,400,33
"138180",59878,16.18,-96.61,"uxoris",172,133,75,910,260,83,177,176,161,183,159,1216,271,4,101,720,17,430,21
"138181",59879,16.187,-96.618,"uxoris",172,133,75,910,260,83,177,176,161,183,159,1216,271,4,101,720,17,430,21
"138182",59880,16.445,-96.9,"uxoris",206,157,70,1520,313,89,224,215,186,223,183,817,172,2,96,453,8,294,15
"138183",59881,16.24,-97.24,"uxoris",174,149,74,1036,270,70,200,176,160,186,159,1340,338,3,105,823,19,400,34
"138184",51310,19.73,-104.25,"uxoris",235,149,67,1800,344,122,222,245,225,255,209,876,204,4,101,553,19,364,49
"138185",58782,19.73,-104.25,"uxoris",235,149,67,1800,344,122,222,245,225,255,209,876,204,4,101,553,19,364,49
"138186",58053,20.810709,-103.864708,"uxoris",157,148,62,2308,279,42,237,178,149,184,125,902,244,6,108,593,22,425,43
"138187",51390,18.55,-99.61,"uxoris",213,126,64,1581,319,123,196,214,208,236,194,1236,261,6,102,737,25,116,36
"138188",59232,18.55,-99.61,"uxoris",213,126,64,1581,319,123,196,214,208,236,194,1236,261,6,102,737,25,116,36
"138189",51422,17.343,-100.228,"uxoris",248,126,73,976,336,165,171,247,250,261,236,1748,407,6,104,1079,31,393,43
"138190",51493,18.197,-101.413,"uxoris",170,126,70,1022,264,85,179,172,171,184,156,1371,294,4,104,859,17,298,40
"138191",51494,17.652,-99.84,"uxoris",163,103,70,820,239,93,146,162,166,174,152,1641,376,9,100,969,37,107,47
"138192",51496,17.558,-99.685,"uxoris",176,106,70,845,255,105,150,175,181,188,166,1578,363,7,102,947,33,98,40
"138193",51497,17.517,-99.965,"uxoris",192,113,68,1106,280,114,166,190,197,207,179,1396,318,6,104,860,24,330,56
"138194",51500,17.498,-99.912,"uxoris",222,128,69,1298,318,133,185,221,228,240,206,1186,264,4,105,749,20,267,46
"138195",51501,18.191,-101.408,"uxoris",165,124,70,1044,257,80,177,166,165,179,150,1406,299,4,103,876,18,308,41
"138196",59444,17.343,-100.228,"uxoris",248,126,73,976,336,165,171,247,250,261,236,1748,407,6,104,1079,31,393,43
"138197",59882,17.558,-99.685,"uxoris",176,106,70,845,255,105,150,175,181,188,166,1578,363,7,102,947,33,98,40
"138198",59883,17.575,-99.692,"uxoris",168,102,71,725,243,100,143,168,172,178,159,1656,385,8,101,983,36,104,45
"138199",59884,17.558,-99.692,"uxoris",177,106,70,837,256,106,150,176,182,189,167,1564,359,7,102,940,31,96,40
"138200",59885,17.542,-99.692,"uxoris",172,102,70,765,248,103,145,171,176,183,162,1644,381,8,101,980,35,101,45
"138201",59886,17.652,-99.84,"uxoris",163,103,70,820,239,93,146,162,166,174,152,1641,376,9,100,969,37,107,47
"138202",59887,17.498,-99.912,"uxoris",222,128,69,1298,318,133,185,221,228,240,206,1186,264,4,105,749,20,267,46
"138203",59888,17.517,-99.965,"uxoris",192,113,68,1106,280,114,166,190,197,207,179,1396,318,6,104,860,24,330,56
"138204",59889,18.191,-101.408,"uxoris",165,124,70,1044,257,80,177,166,165,179,150,1406,299,4,103,876,18,308,41
"138205",59890,18.197,-101.413,"uxoris",170,126,70,1022,264,85,179,172,171,184,156,1371,294,4,104,859,17,298,40
"138233",47200,41.845699,-123.969002,"vacciniifolia",110,120,52,3974,243,14,229,67,160,163,63,2022,354,9,76,1018,63,80,951
"138240",47208,41.796799,-123.867996,"vacciniifolia",72,128,50,4627,227,-29,256,25,133,136,21,1493,262,9,73,748,60,74,691
"138242",47210,41.996399,-123.721001,"vacciniifolia",107,145,49,5319,289,-6,295,47,177,178,44,1568,287,7,79,821,46,63,766
"138248",47218,40.866699,-123.667,"vacciniifolia",111,145,50,5155,284,-4,288,53,178,179,50,1380,244,5,77,698,40,55,661
"138262",47235,42.088699,-123.642998,"vacciniifolia",113,150,48,5658,306,-4,310,49,188,188,46,1476,273,7,80,782,43,43,729
"138268",47242,42.2964,-123.839,"vacciniifolia",61,119,48,4546,211,-34,245,17,120,124,12,1473,255,11,71,729,68,82,670
"138270",47244,42.25,-123.76667,"vacciniifolia",62,123,48,4704,218,-36,254,16,125,127,11,1392,242,11,71,691,65,78,634
"138291",47267,41.8199,-123.984,"vacciniifolia",99,125,51,4233,242,0,242,54,154,156,50,1830,323,8,76,927,59,76,863
"138293",47269,42.1756,-123.774,"vacciniifolia",78,131,49,4865,242,-25,267,28,143,145,24,1370,243,9,73,693,57,71,637
"138299",47275,41.8331,-123.6268,"vacciniifolia",51,126,48,4849,210,-51,261,5,116,118,-1,1353,232,11,70,663,66,77,611
"138318",47301,41.8613,-123.6091,"vacciniifolia",50,125,47,4858,209,-52,261,3,114,117,-2,1347,231,11,70,659,67,77,607
"138319",47302,41.865,-123.8915,"vacciniifolia",101,131,50,4577,257,-2,259,51,161,162,47,1763,314,8,77,900,56,73,839
"138350",47339,41.956,-123.92767,"vacciniifolia",109,126,51,4375,256,9,247,62,166,168,58,1937,343,8,77,986,58,76,920
"138351",47340,41.5908,-123.7107,"vacciniifolia",59,129,49,4738,218,-43,261,13,122,125,8,1387,240,10,72,685,62,73,634
"138372",47361,41.88333,-123.61667,"vacciniifolia",54,127,48,4889,214,-50,264,6,118,121,1,1319,228,11,70,649,65,75,597
"138380",47369,41.9294,-123.4958,"vacciniifolia",86,148,48,5529,271,-33,304,25,159,160,21,1110,202,8,74,568,49,59,524
"138387",47376,40.8657,-123.7342,"vacciniifolia",70,134,50,4710,230,-35,265,24,132,135,19,1520,262,8,75,755,54,69,708
"138405",48219,40.944199,-123.014,"vacciniifolia",75,151,48,5747,263,-50,313,14,151,152,10,1047,175,8,71,509,49,55,481
"138407",48222,41.267399,-122.310997,"vacciniifolia",100,161,46,6348,303,-40,343,29,184,184,25,1072,193,8,74,519,43,43,518
"138428",48252,41.3693,-122.3498,"vacciniifolia",66,151,46,6124,258,-69,327,0,147,147,-5,775,120,9,62,352,49,52,334
"138457",48292,41.414,-123.2081,"vacciniifolia",50,135,47,5307,222,-63,285,-2,121,123,-8,1134,191,11,68,546,61,67,507
"138462",48300,41.1991,-122.6993,"vacciniifolia",53,140,46,5724,235,-68,303,-5,129,131,-10,988,158,10,65,461,57,60,432
"138464",48321,41.9087,-123.1494,"vacciniifolia",98,165,48,6238,305,-37,342,26,180,180,23,762,142,7,72,391,42,42,362
"138476",48340,40.9227,-123.0238,"vacciniifolia",74,150,48,5749,262,-50,312,14,151,152,9,1060,177,8,71,515,49,56,487
"138480",48353,40.27828,-123.28567,"vacciniifolia",63,137,49,5053,233,-45,278,17,131,134,11,1458,245,7,76,722,47,62,687
"138490",48370,41.0136,-122.9101,"vacciniifolia",34,128,46,5273,201,-75,276,-13,104,108,-21,1282,206,12,67,602,68,74,525
"138497",48379,41.2972,-122.9426,"vacciniifolia",47,135,46,5495,222,-69,291,-7,120,122,-13,1077,176,11,67,509,61,65,475
"138519",48464,41.077,-123.4643,"vacciniifolia",48,130,48,4924,210,-56,266,2,113,116,-3,1388,233,10,71,674,62,73,629
"138541",48525,41.0566,-123.4258,"vacciniifolia",71,144,49,5284,247,-45,292,17,141,143,12,1226,211,8,72,606,52,62,566
"138545",48544,41.2312,-122.3795,"vacciniifolia",58,145,46,5924,244,-71,315,-4,137,137,-10,898,138,10,63,407,56,56,385
"138555",47277,40,-124,"vacciniifolia",107,119,52,3847,243,16,227,67,156,159,62,1896,340,4,82,986,33,55,951
"138559",47298,39.9175,-123.6506,"vacciniifolia",89,141,52,4598,253,-17,270,43,149,152,38,1636,287,4,81,843,34,54,807
"138563",47311,39.9169,-123.6555,"vacciniifolia",89,141,52,4598,253,-17,270,43,149,152,38,1636,287,4,81,843,34,54,807
"138564",47320,41.75522,-124.02058,"vacciniifolia",98,121,52,4004,234,2,232,56,150,152,52,1857,325,9,76,934,61,78,869
"138566",47327,41.75961,-124.07972,"vacciniifolia",109,106,55,3238,216,24,192,75,149,152,71,2056,352,9,74,1015,68,84,945
"138585",46672,40.93047,-120.76191,"vacciniifolia",67,169,45,6828,284,-91,375,-8,155,157,-16,434,55,9,42,165,43,50,158
"138600",46844,39.228,-120.008,"vacciniifolia",69,158,45,6482,269,-76,345,-8,155,155,-8,587,103,11,66,277,43,43,277
"138624",48253,38.4111,-120.0784,"vacciniifolia",83,142,44,6297,267,-51,318,10,166,167,10,1051,185,8,76,509,39,47,509
"138629",48275,38.159801,-119.844002,"vacciniifolia",48,134,44,6010,221,-79,300,-19,129,129,-19,958,166,12,72,453,48,56,453
"138632",48288,39.3242,-120.3906,"vacciniifolia",56,146,44,6269,245,-81,326,-16,138,140,-16,1166,205,11,73,561,52,56,561
"138633",48289,37.52,-119.34,"vacciniifolia",48,129,45,5613,214,-71,285,-12,124,124,-13,758,134,10,72,362,36,47,361
"138636",48299,39.91667,-120.73333,"vacciniifolia",72,157,45,6440,274,-69,343,4,157,157,-5,913,159,8,71,434,43,43,432
"138702",48409,38.85694,-120.07194,"vacciniifolia",34,129,43,6022,205,-92,297,-20,114,116,-32,1145,191,15,68,533,65,69,503
"138704",48412,39.45111,-120,"vacciniifolia",82,182,46,6945,298,-90,388,-5,172,172,-5,389,68,9,59,177,34,34,177
"138746",48467,39.9367,-120.9472,"vacciniifolia",103,194,51,6197,327,-49,376,26,184,184,26,1064,200,5,78,535,34,34,535
"138772",48512,39.81972,-120.84264,"vacciniifolia",82,153,45,6279,280,-53,333,16,165,165,8,1145,207,7,75,558,42,42,558
"138778",48519,38.80863,-120.02454,"vacciniifolia",65,148,44,6376,254,-77,331,-1,149,149,-11,819,143,11,70,390,46,52,389
"138789",48535,37.8296,-119.4581,"vacciniifolia",43,133,45,5798,213,-82,295,-21,121,121,-21,727,126,12,69,341,43,52,341
"138797",48545,39.40903,-120.49676,"vacciniifolia",49,138,43,6208,233,-81,314,-9,132,133,-20,1209,208,11,72,573,55,59,571
"138806",48811,39,-121,"vacciniifolia",143,139,44,6079,324,12,312,73,223,224,73,1142,226,2,82,588,18,27,588
"138816",50772,29.82303,-99.805305,"vaseyana",176,142,42,6761,330,-2,332,226,84,257,84,706,87,29,37,245,98,222,98
"138817",50773,29.985878,-100.307373,"vaseyana",184,142,43,6618,339,9,330,233,104,264,94,613,79,21,41,213,78,199,79
"138818",50774,30.479471,-99.746399,"vaseyana",181,152,43,7168,349,-3,352,224,95,270,85,585,81,23,39,197,81,183,85
"138819",50775,30.5667,-100.64342,"vaseyana",183,158,44,7116,352,-7,359,233,97,270,87,553,81,18,43,208,68,169,69
"138820",50777,29.9712,-100.3,"vaseyana",183,141,42,6591,337,9,328,231,103,262,93,616,79,22,40,213,80,199,80
"138821",50778,30.224086,-100.0045,"vaseyana",182,149,43,6998,345,0,345,233,98,268,88,622,82,24,39,213,85,196,86
"138822",50779,30.51647,-99.74963,"vaseyana",185,154,43,7289,356,-1,357,229,97,275,88,560,79,22,40,192,77,175,82
"138823",56183,29.842715,-99.818781,"vaseyana",178,143,42,6838,335,-2,337,228,85,261,85,696,86,28,37,242,96,219,96
"138826",49583,33.1792,-99.7296,"vaseyana",177,146,39,8112,361,-13,374,223,82,280,70,639,92,23,42,220,84,188,85
"138827",50776,30.8996,-100.539,"vaseyana",180,152,43,7054,346,-3,349,229,94,267,85,561,82,21,43,206,72,169,73
"138829",50705,29.88496,-101.146645,"vaseyana",199,141,41,7032,352,15,337,250,112,283,103,439,79,12,52,180,45,132,50
"138830",50706,30.01521,-101.1697,"vaseyana",199,145,42,7218,356,11,345,250,110,285,100,444,79,12,51,182,46,135,50
"138831",50707,29.9647,-101.14916,"vaseyana",201,144,41,7173,357,14,343,252,112,287,103,443,79,12,52,181,46,132,51
"138832",50814,31.4454,-104.524,"vaseyana",156,158,45,6870,324,-20,344,232,115,243,66,259,50,5,76,134,16,126,23
"138833",50815,29.9983,-104.229,"vaseyana",161,166,48,6358,324,-15,339,229,90,239,76,335,64,6,81,187,24,172,28
"138834",50817,29.807,-103.246,"vaseyana",189,170,48,6866,353,-1,354,263,116,272,97,338,58,7,64,158,28,144,32
"138835",50816,30.7161,-104.135,"vaseyana",146,153,47,6220,305,-18,323,213,77,224,64,374,70,8,76,203,27,188,31
"138836",50924,27.8603,-99.9083,"vaseyana",226,137,42,6566,380,60,320,274,156,305,137,490,93,16,55,200,61,135,63
"138837",50925,27.86,-99.908,"vaseyana",226,137,42,6566,380,60,320,274,156,305,137,490,93,16,55,200,61,135,63
"138838",56699,27.86,-99.908,"vaseyana",226,137,42,6566,380,60,320,274,156,305,137,490,93,16,55,200,61,135,63
"138839",50922,25.667,-100.283,"vaseyana",220,121,45,5019,345,80,265,253,151,279,151,631,151,15,74,316,51,227,51
"138840",56701,25.667,-100.283,"vaseyana",220,121,45,5019,345,80,265,253,151,279,151,631,151,15,74,316,51,227,51
"138841",50921,25.6382,-100.2475,"vaseyana",206,123,46,4961,330,68,262,239,139,265,139,597,157,13,85,321,41,232,41
"138842",50923,25.63522,-100.2305,"vaseyana",189,128,52,4193,304,59,245,215,143,238,131,623,159,12,84,324,43,252,45
"138843",56700,25.6,-100.2,"vaseyana",203,125,48,4816,326,66,260,235,138,260,138,649,170,13,85,346,43,260,43
"138975",46066,42.80305,-88.58916,"velutina",79,114,27,10494,286,-132,418,197,-64,208,-64,859,103,29,35,303,109,301,109
"139101",46503,41.334801,-72.7005,"velutina",102,103,29,8573,278,-67,345,86,211,211,-11,1186,112,88,7,315,281,281,287
"139161",46567,41.17583,-73.2725,"velutina",106,105,30,8591,282,-65,347,91,-7,214,-7,1166,107,82,8,318,274,282,274
"139174",46580,41.1932,-73.196,"velutina",106,103,29,8591,281,-64,345,90,-7,214,-7,1152,106,82,8,314,271,277,271
"139433",47933,36.648903,-90.867058,"velutina",137,143,36,8700,330,-59,389,137,199,246,20,1198,125,75,16,362,259,273,275
"139904",114900,39.597671,-81.295411,"velutina",108,124,34,8597,288,-75,363,195,-9,214,-9,1044,111,65,16,314,210,311,210
"140220",115218,39.170992,-80.787079,"velutina",107,134,37,8292,287,-73,360,191,-5,210,-5,1195,126,81,13,349,262,349,262
"140263",115261,38.933107,-80.837428,"velutina",115,140,38,8187,296,-66,362,218,6,218,6,1157,126,78,14,341,251,341,251
"140443",126882,36.945479,-83.923822,"velutina",127,135,38,8016,300,-54,354,208,186,227,19,1272,131,79,13,362,271,338,306
"140620",130841,37.485869,-81.399953,"velutina",111,131,38,7819,281,-62,343,190,65,208,6,1060,117,74,14,314,230,303,234
"140648",130888,34.577999,-86.239394,"velutina",152,131,38,7650,318,-19,337,66,208,247,50,1424,165,80,19,427,275,306,400
"140722",130985,37.465807,-82.392802,"velutina",117,132,37,8007,290,-60,350,198,69,216,9,1185,125,80,13,347,262,334,265
"140777",131063,38.02343,-82.659167,"velutina",123,144,39,8230,304,-63,367,205,132,225,12,1107,127,73,16,333,241,322,247
"141030",131407,37.95459,-82.591162,"velutina",120,142,39,8210,299,-65,364,202,129,222,9,1138,129,75,15,340,249,329,255
"142378",104998,44.990523,-83.489345,"velutina",64,105,27,9552,259,-122,381,176,-55,183,-61,722,84,32,25,238,122,230,122
"142540",106518,41.975304,-71.386422,"velutina",95,116,31,8742,281,-84,365,6,183,207,-20,1192,120,86,9,330,267,274,304
"142597",106673,41.56302,-72.864108,"velutina",98,112,30,8841,284,-79,363,86,-8,210,-19,1218,112,87,7,325,283,293,287
"142884",111726,39.472637,-77.135255,"velutina",111,120,33,8569,292,-67,359,198,-3,219,-3,1058,105,71,11,297,228,284,228
"142999",108967,41.80158,-79.44502,"velutina",75,117,31,8966,264,-104,368,186,-35,186,-45,1177,120,67,15,344,228,344,238
"143070",106291,41.693475,-86.92206,"velutina",98,105,27,9613,285,-92,377,216,-17,216,-32,973,103,44,22,296,166,296,167
"143154",110540,40.315229,-93.984696,"velutina",104,124,29,10287,310,-111,421,219,-38,230,-38,907,115,23,44,332,84,321,84
"143289",111627,39.300074,-91.078541,"velutina",116,125,31,9530,312,-85,397,213,-13,234,-13,964,111,40,26,308,146,285,146
"143343",115912,39.211431,-87.761759,"velutina",118,117,30,9537,309,-76,385,216,-11,236,-11,1036,111,57,20,318,195,296,195
"143807",113322,40.681279,-77.030437,"velutina",100,118,31,8912,290,-79,369,191,-19,212,-19,1063,108,69,13,311,218,297,218
"143873",113388,39.148823,-78.910588,"velutina",108,137,37,8298,293,-74,367,193,-3,212,-3,907,95,56,17,273,173,269,173
"143909",113427,39.318201,-78.822406,"velutina",112,137,36,8497,300,-73,373,198,-2,218,-2,889,93,54,16,268,170,262,170
"144165",123732,36.498179,-83.273846,"velutina",128,135,38,7856,302,-45,347,208,135,227,24,1221,122,71,14,338,247,323,317
"144302",130996,39.06911,-78.622809,"velutina",108,136,36,8355,293,-77,370,193,-4,212,-4,908,92,56,17,272,170,269,170
"144309",131013,38.974959,-78.770551,"velutina",96,128,35,8149,274,-83,357,179,-13,197,-13,979,99,61,16,289,188,284,188
"145444",120378,37.019175,-91.386475,"velutina",130,139,35,8671,319,-69,388,131,11,237,11,1138,119,59,18,343,227,283,227
"145697",120633,38.137869,-90.921605,"velutina",124,137,34,9004,317,-77,394,124,1,236,1,1041,114,53,19,309,190,279,190
"145727",120663,36.557266,-91.703124,"velutina",132,142,36,8657,324,-66,390,132,15,240,15,1142,120,66,17,345,241,265,241
"145783",120719,36.804225,-90.681411,"velutina",134,136,34,8860,326,-63,389,135,197,244,14,1198,124,75,16,361,261,280,274
"145803",120739,37.371309,-92.634863,"velutina",125,130,33,8963,314,-74,388,175,3,236,3,1083,122,48,23,333,179,290,179
"146472",123209,37.858694,-93.15995,"velutina",129,128,32,9185,322,-72,394,180,4,243,4,1063,127,40,28,342,154,295,154
"146526",123286,36.4589,-94.146123,"velutina",134,130,34,8547,317,-60,377,182,19,240,19,1135,131,50,24,361,189,297,189
"146570",123350,37.293732,-93.654602,"velutina",130,127,33,8927,317,-66,383,178,10,241,10,1089,124,44,27,349,168,302,168
"146835",125032,36.620417,-93.297345,"velutina",135,139,36,8557,322,-62,384,182,19,241,19,1103,122,51,21,339,196,285,196
"146884",125369,35.38587,-88.830941,"velutina",150,126,36,8049,321,-27,348,150,207,250,42,1367,139,77,18,408,258,292,365
"147012",126349,36.719602,-87.942515,"velutina",141,123,34,8446,316,-43,359,141,202,246,27,1289,131,80,14,371,261,295,335
"147131",128241,34.681478,-87.28311,"velutina",156,132,38,7735,324,-19,343,156,212,252,52,1413,162,84,18,414,271,304,394
"147158",131539,36.664811,-88.77382,"velutina",141,122,33,8576,319,-43,362,142,202,248,25,1327,132,85,14,386,271,307,334
"147884",143507,38.2441,-77.946299,"velutina",130,128,36,8173,305,-48,353,232,21,232,21,1089,105,76,11,306,232,306,232
"147950",143578,37.276017,-78.617623,"velutina",130,132,37,8003,305,-47,352,224,24,232,24,1113,108,83,9,304,251,299,251
"148043",147553,32.27551,-88.789872,"velutina",174,136,41,7044,332,5,327,132,225,262,81,1430,163,75,21,435,261,331,417
"148194",127304,36.847388,-76.610219,"velutina",148,109,34,7668,305,-14,319,239,106,245,47,1165,129,74,17,359,242,358,272
"148476",128474,34.481129,-96.000308,"velutina",162,127,34,8255,341,-25,366,205,51,265,51,1103,146,52,30,370,182,250,182
"148769",137018,34.058382,-94.093637,"velutina",161,138,38,7932,337,-26,363,161,254,260,55,1353,155,76,19,417,291,300,291
"148808",144507,32.542983,-92.432214,"velutina",178,131,39,7246,338,10,328,178,230,268,82,1337,142,76,17,390,256,280,374
"148837",150448,33.425292,-94.368488,"velutina",172,129,37,7702,339,-6,345,172,262,268,69,1229,129,72,16,359,260,270,283
"148954",56663,24.633,-99,"virginiana",221,139,48,4681,356,71,285,252,168,275,156,762,163,19,69,327,69,261,71
"148964",56137,30.22,-91.9231,"virginiana",197,112,40,6228,328,49,279,273,203,273,114,1488,165,92,15,445,313,445,381
"149014",54613,34.3905,-79.3762,"virginiana",167,137,41,7217,327,-5,332,257,122,257,70,1182,144,71,23,398,228,398,268
"149026",54912,34.5103,-77.8874,"virginiana",170,125,40,6900,319,8,311,256,130,256,79,1358,193,72,31,493,238,493,288
"149057",50462,32.52,-92.620003,"virginiana",176,130,39,7307,337,4,333,176,230,267,78,1359,148,78,17,391,266,286,379
"149123",50892,29.2108,-81.022797,"virginiana",212,106,44,4758,322,84,238,269,160,269,148,1245,171,60,39,474,194,474,208
"149222",56278,29.323601,-82.736534,"virginiana",206,136,50,5246,330,58,272,269,177,269,136,1387,217,51,47,587,192,587,274
"149231",56367,28.553,-82.4682,"virginiana",215,124,50,4662,327,79,248,269,190,269,151,1382,220,55,49,597,183,597,238
"149269",56625,26.4594,-81.11,"virginiana",229,122,54,3702,330,106,224,271,189,272,178,1316,238,38,61,617,140,547,141
"149280",50878,29.507454,-95.0949,"virginiana",204,96,35,6108,329,62,267,275,165,278,122,1190,149,63,22,362,225,344,263
"149331",98516,26.432733,-81.793533,"virginiana",232,116,53,3749,330,113,217,275,191,276,181,1335,229,38,67,651,130,627,141
"149439",156536,30.444652,-98.629258,"virginiana",189,139,41,6980,350,12,338,228,95,274,95,752,110,35,37,259,121,191,121
"149444",156541,30.713546,-99.048789,"virginiana",186,147,42,7143,352,2,350,227,89,273,89,677,96,29,37,230,102,186,102
"149507",156827,30.080044,-98.121058,"virginiana",189,127,39,6778,344,22,322,227,97,272,97,875,116,48,31,288,159,209,159
"149622",156947,29.942443,-100.480034,"virginiana",186,142,43,6637,339,10,329,235,95,265,95,593,77,20,42,207,73,193,73
"149666",156993,30.070691,-99.355938,"virginiana",182,140,42,6801,338,6,332,231,89,264,89,723,95,33,34,244,109,212,109
"149671",156999,30.3209,-99.542539,"virginiana",176,146,42,6892,338,-2,340,226,94,261,83,659,88,28,37,223,95,200,96
"149754",157151,32.118095,-98.582325,"virginiana",177,137,38,7722,349,-9,358,220,73,273,73,753,108,36,34,267,122,187,122
"149773",156235,32.011048,-100.288027,"virginiana",176,148,40,7739,350,-15,365,232,72,272,72,609,94,21,46,221,74,180,74
"149925",156669,30.455476,-94.018239,"virginiana",191,129,41,6510,339,29,310,255,152,270,102,1408,145,96,15,403,298,358,360
"149940",156908,30.761903,-101.002817,"virginiana",180,152,43,7159,345,-8,353,230,82,267,82,516,82,18,45,198,64,155,64
"149949",156909,29.453017,-98.758512,"virginiana",203,128,41,6549,352,41,311,241,124,283,115,719,96,37,33,236,121,185,124
"150002",97720,30.3867,-83.175017,"virginiana",198,134,46,5843,333,43,290,269,162,269,120,1349,174,55,32,496,216,496,313
"150028",98004,29.205358,-82.994138,"virginiana",207,132,49,5214,328,60,268,267,177,268,136,1171,181,46,46,494,174,489,239
"150107",156036,32.438051,-82.171263,"virginiana",186,135,42,6574,337,23,314,267,192,267,98,1185,133,63,22,378,213,378,301
"150118",156265,31.283951,-84.707038,"virginiana",191,136,45,6286,335,33,302,121,197,268,107,1339,145,58,22,404,231,386,378
"150123",156270,31.21477,-84.188441,"virginiana",193,134,44,6267,336,37,299,270,199,270,110,1322,151,56,24,400,219,400,359
"150281",156469,30.578466,-86.457948,"virginiana",192,112,40,6265,321,44,277,265,153,268,109,1537,182,83,25,521,293,510,352
"150361",156632,30.939044,-86.101651,"virginiana",188,130,43,6353,328,31,297,265,147,265,103,1544,181,83,21,484,298,484,385
"150362",156633,30.524278,-83.87306,"virginiana",192,133,45,5956,327,37,290,264,155,264,112,1430,177,66,25,480,257,480,355
"150390",156661,30.146165,-84.302179,"virginiana",198,128,45,5869,329,46,283,269,162,269,120,1505,203,76,31,543,259,543,333
"150468",157079,30.620838,-83.305384,"virginiana",196,131,45,5950,331,43,288,269,158,269,117,1314,165,58,29,462,214,462,307
"150478",157089,29.627032,-82.31204,"virginiana",204,128,47,5300,327,60,267,268,173,268,133,1325,196,57,41,537,191,537,273
"150494",157105,30.886164,-83.27039,"virginiana",193,126,43,6082,330,42,288,268,154,268,113,1253,158,56,29,433,193,433,286
"150534",157145,29.277265,-82.420226,"virginiana",208,133,49,5096,330,62,268,269,179,269,139,1374,202,57,44,572,193,572,262
"150583",157248,29.649708,-83.210292,"virginiana",200,133,47,5526,326,46,280,266,168,266,125,1124,178,45,45,468,174,468,245
"150604",157269,28.444628,-82.381402,"virginiana",217,122,50,4603,328,84,244,271,193,271,155,1384,217,56,50,600,181,600,232
"150656",157348,27.636475,-80.83284,"virginiana",223,119,51,4006,328,99,229,269,180,271,169,1250,181,45,50,534,151,516,164
"150657",157349,30.2184,-81.445188,"virginiana",207,110,41,5528,332,68,264,272,145,273,133,1255,177,53,40,498,198,484,237
"150659",157351,30.43799,-81.515087,"virginiana",205,107,40,5633,329,65,264,271,142,273,130,1237,171,52,39,492,192,459,229
"150772",157488,27.377316,-81.790733,"virginiana",223,127,53,4189,331,93,238,271,177,272,166,1277,207,47,57,587,152,549,173
"150800",157526,26.423807,-81.373395,"virginiana",229,122,54,3785,331,106,225,273,188,274,178,1325,243,38,64,639,134,576,139
"150824",156333,30.88063,-81.437614,"virginiana",199,103,38,5855,323,56,267,267,133,270,121,1283,176,58,37,500,211,461,244
"150838",155198,29.10571,-95.593745,"virginiana",204,107,38,6028,333,55,278,273,165,276,121,1315,170,70,26,417,226,393,274
"150840",155200,28.960171,-95.63122,"virginiana",206,102,37,5990,332,60,272,275,167,278,124,1284,179,64,28,418,212,378,263
"150894",98297,29.624525,-81.205103,"virginiana",209,108,43,5012,322,76,246,267,153,268,141,1273,169,62,37,487,205,465,232
"150907",157320,29.097579,-81.791963,"virginiana",209,125,48,4996,328,68,260,268,181,268,141,1285,178,56,40,514,196,514,231
"150919",98208,27.167138,-81.358277,"virginiana",222,133,54,4128,335,89,246,270,177,270,165,1253,213,44,59,590,144,538,159
"150942",98324,27.300685,-80.273541,"virginiana",231,103,49,3653,324,117,207,274,181,274,181,1346,191,56,41,498,192,498,192
"150944",157395,27.378668,-80.997819,"virginiana",225,122,52,4010,331,98,233,271,181,272,170,1194,189,42,55,539,139,504,152
"150953",52809,39.96724,-123.61163,"wislizeni",97,147,51,4843,269,-14,283,46,161,163,42,1593,282,4,82,825,33,53,792
